"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","intracellular signal transduction","23","142","501","19512","1.16e-11","6.78e-10","6.31","1.56e-8","5.99e-10","1.76e-12","YWHAE,DDX3X,SYK,TRAF3IP2,CD80,ERBIN,HSPB1,CBLB,NOD1,NOD2,STK3,ZAP70,MAVS,LATS2,LCK,MAPKAPK2,FYN,PKN2,BID,RGL2,IKBKE,LAT,SIPA1"
"UP_KW_BIOLOGICAL_PROCESS","Inflammatory response","23","119","195","11605","2.67e-17","3.56e-16","11.50","1.07e-15","3.02e-16","2.08e-18","GSDMD,TRAF3IP2,IL1R1,CARD8,LY96,IL1RAP,NLRC4,MEFV,TICAM1,PYCARD,PSTPIP1,AIM2,IFI16,CLEC7A,IL23A,IL1B,CASP4,NLRP3,CD14,NLRP1,TLR4,TLR3,NAIP"
"GOTERM_BP_DIRECT","immune response","22","142","572","19512","9.39e-10","3.83e-8","5.28","1.26e-6","3.38e-8","1.71e-10","CD86,FYB1,TRAF3IP2,IL1R1,CD80,CBLB,IL1RAP,TNFSF13B,ZAP70,CD4,AIM2,CD40LG,CD8B,IL23A,CD8A,IL1B,CLEC4E,ICOS,MS4A2,IKBKE,TLR4,LAT"
"KEGG_PATHWAY","Shigellosis","22","142","253","9496","1.22e-10","1.87e-9","5.82","1.87e-8","1.12e-9","1.93e-11","IL1R1,FBXW11,CUL1,NOD1,BCL10,NLRC4,PYCARD,TBK1,IRF3,STING1,ATG16L1,IL1B,CASP4,CASP1,NLRP3,CYCS,CD14,TLR4,NAIP,SKP1,BCL2L1,ARF6"
"KEGG_PATHWAY","Lipid and atherosclerosis","21","142","216","9496","4.88e-11","8.35e-10","6.50","7.51e-9","4.99e-10","6.86e-12","CD40,APAF1,LY96,TICAM1,TANK,CASP9,PYCARD,CASP8,TBK1,CD40LG,IRF3,IL1B,CASP1,IRF7,NLRP3,CYCS,CD14,BID,IKBKE,TLR4,BCL2L1"
"GOTERM_BP_DIRECT","cell surface receptor signaling pathway","21","142","399","19512","1.02e-11","6.25e-10","7.23","1.38e-8","5.52e-10","1.34e-12","CD86,FCER1G,SYK,IL1R1,CD80,LY96,CBLB,TICAM1,CD3E,CD4,CD40LG,IRF3,TRAF4,LCK,CD8A,FCER1A,FYN,CD14,CD247,CLEC1B,MS4A2"
"KEGG_PATHWAY","RIG-I-like receptor signaling pathway","21","142","72","9496","1.07e-20","8.27e-19","19.50","1.65e-18","4.94e-19","4.04e-22","DDX3X,TANK,IFIH1,CYLD,MAVS,SIKE1,CASP8,TBK1,TKFC,RNF125,IRF3,STING1,CASP10,DHX58,IFNK,IRF7,PIN1,TBKBP1,FADD,AZI2,IKBKE"
"GOTERM_CC_DIRECT","cytoskeleton","20","142","1569","20808","9.67e-3","6.11e-2","1.87","9.03e-1","5.09e-2","4.95e-3","RALBP1,DDX3X,HSPB1,BRCC3,NOD2,MEFV,STK3,RELB,LATS1,CYLD,PSTPIP1,CASP8,LATS2,TRAF4,TRIP10,CTNNA1,NLRP3,PKN2,NF2,BCL2L1"
"GOTERM_MF_DIRECT","protein kinase binding","20","142","491","19272","3.30e-9","1.82e-7","5.53","1.09e-6","1.59e-7","5.74e-10","SYK,HSPB1,NOD2,TICAM1,CD3E,RELB,CASP9,LATS1,CYLD,MAVS,SIKE1,CD4,TRAF4,STING1,LCK,LAT,RHOQ,SKAP1,EXOC2,BCL2L1"
"KEGG_PATHWAY","Influenza A","20","142","173","9496","7.65e-12","1.68e-10","7.73","1.18e-9","1.00e-10","8.88e-13","RNASEL,APAF1,TICAM1,IFIH1,CASP9,PYCARD,MAVS,CASP8,TBK1,IRF3,IL1B,CASP1,IRF7,NLRP3,CYCS,FADD,BID,IKBKE,TLR4,TLR3"
"KEGG_PATHWAY","C-type lectin receptor signaling pathway","20","142","105","9496","6.26e-16","2.41e-14","12.74","1.03e-13","1.44e-14","4.09e-17","FCER1G,SYK,CBLB,LSP1,BCL10,RELB,PYCARD,CYLD,CLEC4D,CASP8,CLEC7A,IL23A,IL1B,MAPKAPK2,BCL3,CASP1,NLRP3,CLEC1B,CLEC4E,IKBKE"
"KEGG_PATHWAY","NF-kappa B signaling pathway","20","142","105","9496","6.26e-16","2.41e-14","12.74","1.03e-13","1.44e-14","4.09e-17","CD40,SYK,IL1R1,LY96,TNFRSF13C,CFLAR,BCL10,TICAM1,TNFSF13B,RELB,CYLD,ZAP70,CD40LG,LCK,IL1B,CD14,TLR4,LAT,CARD11,BCL2L1"
"UP_KW_CELLULAR_COMPONENT","Mitochondrion","19","130","1403","18195","1.01e-2","4.35e-2","1.90","2.17e-1","3.63e-2","5.11e-3","GSDMD,RALA,RALBP1,RNASEL,NOD2,TICAM1,TXN2,IFIH1,PYCARD,MAVS,IRF3,STING1,CASP4,MFN1,MFN2,NLRP3,CYCS,BID,BCL2L1"
"UP_KW_PTM","Lipoprotein","19","133","988","14452","3.79e-3","1.29e-2","2.09","5.89e-2","1.14e-2","1.74e-3","GSDMD,RALA,RALB,CD80,NOD1,NOD2,MAVS,CD4,RNF125,STING1,CD8B,LCK,CD8A,NLRP3,FYN,CD14,LAT,RHOQ,ARF6"
"KEGG_PATHWAY","Herpes simplex virus 1 infection","19","142","183","9496","1.81e-10","2.24e-9","6.94","2.78e-8","1.34e-9","2.36e-11","RNASEL,SYK,APAF1,TICAM1,IFIH1,CASP9,MAVS,CASP8,TBK1,IRF3,STING1,IL1B,IRF7,CYCS,FADD,BID,IKBKE,TLR3,BCL2L1"
"KEGG_PATHWAY","Tuberculosis","19","142","182","9496","1.65e-10","2.24e-9","6.98","2.54e-8","1.34e-9","2.14e-11","FCER1G,SYK,APAF1,LSP1,BCL10,NOD2,CASP9,CASP8,CLEC7A,IL23A,CASP10,IL1B,CYCS,CD14,FADD,CLEC4E,BID,CTSD,TLR4"
"GOTERM_BP_DIRECT","positive regulation of apoptotic process","19","142","333","19512","3.48e-11","1.74e-9","7.84","4.69e-8","1.54e-9","4.21e-12","DDX3X,APAF1,SIAH1,NOD1,BCL10,NLRC4,STK3,SAV1,CASP9,PYCARD,LATS1,CASP8,LATS2,TXNIP,FADD,BID,CTSD,TLR3,BCL2L1"
"KEGG_PATHWAY","Yersinia infection","19","142","138","9496","1.47e-12","3.76e-11","9.21","2.26e-10","2.25e-11","1.40e-13","FYB1,NLRC4,MEFV,TICAM1,PYCARD,ZAP70,CD4,TBK1,IRF3,CD8B,LCK,CD8A,IL1B,CASP1,NLRP3,PKN2,TLR4,LAT,ARF6"
"GOTERM_BP_DIRECT","defense response to bacterium","19","142","222","19512","3.62e-14","3.25e-12","11.76","4.88e-11","2.87e-12","2.88e-15","GSDMD,FCER1G,SYK,NOD1,NLRC4,NOD2,PYCARD,CYLD,MAVS,CLEC4D,CASP4,BCL3,CASP1,NLRP1,CARD16,CLEC4E,TLR4,TLR3,NAIP"
"UP_KW_CELLULAR_COMPONENT","Cytoskeleton","18","130","1462","18195","2.93e-2","8.79e-2","1.72","5.10e-1","7.33e-2","1.61e-2","RALBP1,DDX3X,HSPB1,BRCC3,MEFV,STK3,RELB,LATS1,CYLD,PSTPIP1,LATS2,TRAF4,TRIP10,CTNNA1,NLRP3,PKN2,NF2,BCL2L1"
"INTERPRO","P-loop_NTPase","18","142","917","20827","1.59e-4","3.99e-3","2.88","7.30e-2","3.74e-3","5.34e-5","RALA,RALB,DDX3X,APAF1,NOD1,NLRC4,NOD2,IFIH1,DHX33,DHX58,MFN1,MFN2,NLRP3,NLRP1,RHOQ,CARD11,NAIP,ARF6"
"GOTERM_BP_DIRECT","adaptive immune response","18","142","549","19512","4.78e-7","1.13e-5","4.51","6.43e-4","9.97e-6","1.02e-7","CD86,SYK,TNFRSF13C,BCL10,NOD2,CD3E,ZAP70,CD4,CLEC4D,RNF125,CD8B,CD8A,IFNK,FYN,CD247,LAT,SKAP1,SIPA1"
"KEGG_PATHWAY","Hepatitis B","18","142","163","9496","2.39e-10","2.45e-9","7.38","3.68e-8","1.46e-9","2.92e-11","DDX3X,APAF1,TICAM1,IFIH1,CASP9,MAVS,CASP8,TBK1,IRF3,YWHAQ,CASP10,IRF7,CYCS,FADD,BID,IKBKE,TLR4,TLR3"
"GOTERM_BP_DIRECT","positive regulation of interleukin-1 beta production","18","142","70","19512","8.27e-22","1.59e-19","35.33","1.11e-18","1.41e-19","1.79e-23","GSDMD,CARD8,HSPB1,NOD1,NLRC4,NOD2,MEFV,PYCARD,AIM2,CASP8,IFI16,CLEC7A,CASP1,NLRP3,NLRP1,CARD16,TLR4,NAIP"
"GOTERM_BP_DIRECT","regulation of gene expression","17","142","419","19512","6.39e-8","1.76e-6","5.58","8.61e-5","1.55e-6","1.10e-8","RNASEL,CD40,ERBIN,MEFV,STK3,SAV1,RELB,ITCH,TBK1,CD40LG,IRF3,STING1,TBL1XR1,CDH1,IL23A,IRF7,PIN1"
"KEGG_PATHWAY","Hepatitis C","17","142","159","9496","1.42e-9","1.29e-8","7.15","2.19e-7","7.69e-9","1.80e-10","YWHAE,RNASEL,APAF1,CFLAR,TICAM1,CASP9,MAVS,CASP8,TBK1,IRF3,YWHAQ,IRF7,CYCS,FADD,BID,IKBKE,TLR3"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","17","141","333","20669","1.01e-9","5.79e-7","7.48","1.74e-6","5.72e-7","1.29e-10","BCL10,TICAM1,PYCARD,ZAP70,MAVS,TBK1,TRAF4,STING1,LCK,CASP1,IRF7,TXNIP,NLRP3,CARD16,TP53BP1,IKBKE,TLR3"
"KEGG_PATHWAY","Measles","17","142","139","9496","1.89e-10","2.24e-9","8.18","2.91e-8","1.34e-9","2.06e-11","APAF1,CBLB,CD3E,IFIH1,CASP9,MAVS,CASP8,TBK1,IRF3,IL1B,IRF7,CYCS,FADD,BID,IKBKE,TLR4,BCL2L1"
"GOTERM_BP_DIRECT","positive regulation of inflammatory response","17","142","125","19512","7.09e-16","6.82e-14","18.69","8.97e-13","6.03e-14","3.33e-17","GSDMD,CARD8,NLRC4,MEFV,PYCARD,AIM2,CASP5,IL23A,IL1B,CASP4,CASP1,NLRP3,NLRP1,CARD16,TLR4,TLR3,NAIP"
"GOTERM_BP_DIRECT","positive regulation of tumor necrosis factor production","17","142","115","19512","1.82e-16","2.04e-14","20.31","2.99e-13","1.80e-14","7.76e-18","FCER1G,SYK,HSPB1,LY96,NOD1,NOD2,TICAM1,IFIH1,PYCARD,MAVS,CLEC7A,IL23A,MAPKAPK2,CD14,FADD,TLR4,TLR3"
"KEGG_PATHWAY","Pathways in cancer","16","142","533","9496","1.26e-2","3.72e-2","2.01","8.57e-1","2.22e-2","5.92e-3","RALA,RALBP1,RALB,APAF1,CUL1,CASP9,CASP8,TRAF4,CDH1,IL23A,CTNNA1,CYCS,FADD,BID,SKP1,BCL2L1"
"UP_KW_BIOLOGICAL_PROCESS","Adaptive immunity","16","119","527","11605","2.83e-4","1.62e-3","2.96","1.13e-2","1.38e-3","9.18e-5","CD86,SYK,TNFRSF13C,BCL10,NOD2,CD3E,ZAP70,CD4,CLEC4D,RNF125,CD8B,CD8A,FYN,CD247,LAT,SKAP1"
"GOTERM_CC_DIRECT","cell surface","16","142","701","20808","8.46e-5","1.19e-3","3.34","2.01e-2","9.96e-4","2.44e-5","CD86,RALA,CD40,FCER1G,IL1R1,CD80,IL1RAP,NOD2,CD4,CD40LG,CD8B,CLEC7A,FCER1A,CD14,CLEC1B,TLR4"
"KEGG_PATHWAY","Human immunodeficiency virus 1 infection","16","142","214","9496","6.00e-7","4.02e-6","5.00","9.24e-5","2.40e-6","1.12e-7","FBXW11,CUL1,CD3E,CASP9,CD4,CASP8,TBK1,IRF3,STING1,CYCS,FADD,CD247,BID,TLR4,SKP1,BCL2L1"
"KEGG_PATHWAY","Epstein-Barr virus infection","16","142","205","9496","3.45e-7","2.42e-6","5.22","5.31e-5","1.44e-6","6.15e-8","CD40,SYK,APAF1,CD3E,RELB,CASP9,MAVS,CASP8,TBK1,IRF3,IRF7,CYCS,FADD,CD247,BID,IKBKE"
"GOTERM_CC_DIRECT","external side of plasma membrane","16","142","402","20808","1.01e-7","2.68e-6","5.83","2.41e-5","2.24e-6","1.65e-8","CD86,CD40,FCER1G,IL1R1,CD80,TNFRSF13C,CD3E,CD4,CLEC4D,CD40LG,CD8A,FCER1A,CD14,CLEC4E,MS4A2,TLR4"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","16","142","305","19272","7.08e-9","3.35e-7","7.12","2.34e-6","2.91e-7","9.45e-10","YWHAE,RALA,CD40,RALB,CUL1,CACYBP,BCL10,TANK,CASP8,TRAF4,STING1,CASP10,TXNIP,MFN2,BID,IKBKE"
"KEGG_PATHWAY","Cytosolic DNA-sensing pathway","16","142","83","9496","9.10e-13","2.80e-11","12.89","1.40e-10","1.67e-11","5.85e-14","GSDMD,MEFV,PYCARD,MAVS,AIM2,CASP8,TBK1,IFI16,IRF3,STING1,IL1B,CASP1,IRF7,NLRP3,FADD,IKBKE"
"UP_KW_BIOLOGICAL_PROCESS","Ubl conjugation pathway","15","119","802","11605","3.28e-2","1.46e-1","1.82","7.36e-1","1.24e-1","1.69e-2","TRAF3IP2,FBXW11,SIAH1,CUL1,CBLB,CACYBP,BRCC3,CYLD,ITCH,RNF125,TRAF4,TBL1XR1,TBL1X,SUGT1,SKP1"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","15","142","737","20808","4.92e-4","4.92e-3","2.98","1.11e-1","4.10e-3","1.59e-4","BCL10,TNFSF13B,CYLD,PSTPIP1,TRAF4,STING1,CDH1,BCL3,RAPGEF1,TRIP10,FYN,PKN2,NF2,TLR4,SIPA1"
"KEGG_PATHWAY","T cell receptor signaling pathway","15","142","122","9496","2.88e-9","2.46e-8","8.22","4.43e-7","1.47e-8","3.12e-10","CBLB,BCL10,CD3E,ZAP70,CD4,CD40LG,CD8B,LCK,CD8A,GRAP2,FYN,CD247,ICOS,LAT,CARD11"
"KEGG_PATHWAY","Toll-like receptor signaling pathway","15","142","109","9496","6.35e-10","6.12e-9","9.20","9.78e-8","3.65e-9","6.07e-11","CD86,CD40,CD80,LY96,TICAM1,CASP8,TBK1,IRF3,IL1B,IRF7,CD14,FADD,IKBKE,TLR4,TLR3"
"GOTERM_BP_DIRECT","cellular response to lipopolysaccharide","15","142","194","19512","1.38e-10","6.41e-9","10.62","1.86e-7","5.66e-9","1.21e-11","CD86,CD40,CD80,LY96,BCL10,NOD2,TICAM1,PYCARD,IRF3,IL1B,CASP1,NLRP3,CD14,CARD16,TLR4"
"GOTERM_BP_DIRECT","T cell activation","15","142","81","19512","6.42e-16","6.65e-14","25.45","8.97e-13","5.88e-14","2.10e-17","CD86,TRAF3IP2,CD80,CBLB,CD3E,ZAP70,CD4,CASP8,CD8B,CLEC7A,LCK,CD8A,AZI2,LAT,CARD11"
"UP_SEQ_FEATURE","DOMAIN:CARD","15","141","30","20669","2.89e-23","4.97e-20","73.29","4.97e-20","4.91e-20","2.12e-25","APAF1,CARD8,NOD1,BCL10,NLRC4,NOD2,CASP9,PYCARD,MAVS,CASP5,CASP4,CASP1,NLRP1,CARD16,CARD11"
"GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription","14","142","791","19512","4.86e-3","4.17e-2","2.43","9.99e-1","3.69e-2","1.91e-3","CD86,FBXW11,CD80,BCL10,CD4,IRF3,TBL1XR1,CDH1,IL1B,BCL3,IRF7,TP53BP1,TBL1X,SKAP1"
"GOTERM_MF_DIRECT","kinase activity","14","142","729","19272","2.71e-3","2.99e-2","2.61","5.93e-1","2.60e-2","9.97e-4","SYK,STK3,MOB1B,LATS1,ZAP70,TBK1,TKFC,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"UP_KW_MOLECULAR_FUNCTION","Kinase","14","87","755","12059","2.55e-3","2.68e-2","2.57","9.02e-2","2.24e-2","9.53e-4","SYK,STK3,MOB1B,LATS1,ZAP70,TBK1,TKFC,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"GOTERM_BP_DIRECT","proteolysis","14","142","671","19512","1.17e-3","1.24e-2","2.87","7.95e-1","1.09e-2","3.93e-4","CARD8,CFLAR,BRCC3,CASP9,CYLD,CASP8,CASP5,CASP10,CASP4,CASP1,NLRP1,CARD16,TBL1X,CTSD"
"KEGG_PATHWAY","Pathogenic Escherichia coli infection","14","142","203","9496","9.49e-6","5.22e-5","4.61","1.46e-3","3.12e-5","1.92e-6","IL1R1,CASP9,PYCARD,CASP8,IL1B,CASP4,CASP1,NLRP3,CYCS,FYN,FADD,TLR4,NAIP,ARF6"
"KEGG_PATHWAY","Kaposi sarcoma-associated herpesvirus infection","14","142","196","9496","6.48e-6","3.84e-5","4.78","9.97e-4","2.29e-5","1.27e-6","CD86,SYK,TICAM1,CASP9,CASP8,TBK1,IRF3,MAPKAPK2,IRF7,CYCS,FADD,BID,IKBKE,TLR3"
"GOTERM_BP_DIRECT","regulation of inflammatory response","14","142","108","19512","9.58e-13","7.17e-11","17.81","1.29e-9","6.33e-11","4.75e-14","IL1R1,NOD2,MEFV,PYCARD,CYLD,IFI16,IRF3,STING1,CASP4,CASP1,NLRP3,NLRP1,CARD16,TLR4"
"GOTERM_BP_DIRECT","positive regulation of interleukin-6 production","14","142","103","19512","5.13e-13","4.07e-11","18.68","6.92e-10","3.59e-11","2.42e-14","FCER1G,SYK,NOD1,IL1RAP,BCL10,NOD2,TICAM1,IFIH1,PYCARD,MAVS,CLEC7A,IL1B,TLR4,TLR3"
"GOTERM_BP_DIRECT","positive regulation of type I interferon production","14","142","57","19512","1.52e-16","1.87e-14","33.75","1.50e-13","1.65e-14","3.51e-18","DDX3X,SYK,TICAM1,TANK,MAVS,TBK1,IRF3,DHX33,STING1,DHX58,IRF7,CD14,IKBKE,TLR3"
"INTERPRO","CARD","14","142","29","20827","2.19e-21","5.22e-19","70.81","1.04e-18","4.89e-19","1.72e-23","APAF1,CARD8,NOD1,BCL10,NLRC4,NOD2,CASP9,PYCARD,CASP5,CASP4,CASP1,NLRP1,CARD16,CARD11"
"GOTERM_BP_DIRECT","pattern recognition receptor signaling pathway","14","142","22","19512","3.90e-23","8.75e-21","87.44","5.25e-20","7.73e-21","1.84e-25","LY96,NOD1,NLRC4,NOD2,MEFV,PYCARD,AIM2,STING1,CASP1,NLRP3,NLRP1,CARD16,CLEC4E,NAIP"
"GOTERM_CC_DIRECT","canonical inflammasome complex","14","142","16","20808","1.98e-26","4.76e-24","128.22","4.76e-24","3.96e-24","2.92e-29","GSDMD,DDX3X,CARD8,NLRC4,MEFV,PYCARD,AIM2,DHX33,CASP4,CASP1,NLRP3,NLRP1,CARD16,NAIP"
"UP_SEQ_FEATURE","ACT_SITE:Proton acceptor","13","141","909","20669","2.08e-2","6.15e-1","2.10","1.00e+0","6.07e-1","9.38e-3","SYK,STK3,LATS1,CYLD,ZAP70,TBK1,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"GOTERM_MF_DIRECT","protein kinase activity","13","142","526","19272","4.95e-4","7.56e-3","3.35","1.51e-1","6.58e-3","1.42e-4","RNASEL,SYK,STK3,LATS1,ZAP70,TBK1,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"UP_KW_PTM","Palmitate","13","133","410","14452","3.76e-4","1.91e-3","3.45","5.99e-3","1.68e-3","1.04e-4","GSDMD,CD80,NOD1,NOD2,MAVS,CD4,STING1,CD8B,LCK,CD8A,NLRP3,FYN,LAT"
"INTERPRO","Kinase-like_dom_sf","13","142","545","20827","3.41e-4","7.40e-3","3.50","1.50e-1","6.94e-3","9.38e-5","RNASEL,SYK,STK3,LATS1,ZAP70,TBK1,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"UP_SEQ_FEATURE","DOMAIN:Protein kinase","13","141","504","20669","1.68e-4","1.69e-2","3.78","2.50e-1","1.67e-2","4.27e-5","RNASEL,SYK,STK3,LATS1,ZAP70,TBK1,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"INTERPRO","Prot_kinase_dom","13","142","499","20827","1.53e-4","3.99e-3","3.82","7.02e-2","3.74e-3","3.84e-5","RNASEL,SYK,STK3,LATS1,ZAP70,TBK1,LATS2,LCK,MAPKAPK2,MAPKAPK5,FYN,PKN2,IKBKE"
"KEGG_PATHWAY","Hippo signaling pathway","13","142","157","9496","3.47e-6","2.23e-5","5.54","5.35e-4","1.33e-5","5.80e-7","YWHAE,FBXW11,LIMD1,STK3,SAV1,MOB1B,LATS1,MOB1A,LATS2,YWHAQ,CDH1,CTNNA1,NF2"
"GOTERM_MF_DIRECT","signaling adaptor activity","13","142","84","19272","1.05e-12","6.98e-11","21.00","3.49e-10","6.07e-11","4.32e-14","YWHAE,DDX3X,BCL10,TICAM1,MAVS,AIM2,TRAF4,STING1,NLRP3,FADD,NLRP1,LAT,ARF6"
"GOTERM_BP_DIRECT","pyroptotic inflammatory response","13","142","41","19512","8.19e-17","1.10e-14","43.57","1.50e-13","9.75e-15","1.34e-18","GSDMD,CARD8,NLRC4,MEFV,PYCARD,AIM2,CASP8,CASP4,CASP1,NLRP3,NLRP1,CARD16,NAIP"
"UP_KW_BIOLOGICAL_PROCESS","Cell cycle","12","119","692","11605","9.34e-2","3.63e-1","1.69","9.80e-1","3.08e-1","5.12e-2","LATS1,CYLD,RALA,RALB,LATS2,FBXW11,SIAH1,TXNIP,PIN1,PKN2,BRCC3,ARF6"
"GOTERM_MF_DIRECT","protein homodimerization activity","12","142","740","19272","2.01e-2","1.28e-1","2.20","9.99e-1","1.12e-1","8.66e-3","PYCARD,CD4,FCER1G,STING1,IRF3,CARD8,HSPB1,NOD1,CACYBP,NLRC4,CD247,TXN"
"UP_KW_MOLECULAR_FUNCTION","Protease","12","87","586","12059","2.89e-3","2.68e-2","2.84","1.02e-1","2.24e-2","9.76e-4","CASP9,CYLD,CASP8,CASP5,CASP10,CARD8,CASP4,CASP1,CARD16,BRCC3,NLRP1,CTSD"
"KEGG_PATHWAY","Coronavirus disease - COVID-19","12","142","238","9496","8.15e-4","3.22e-3","3.37","1.18e-1","1.92e-3","2.28e-4","IFIH1,MAVS,TBK1,SYK,STING1,IRF3,IL1B,CASP1,NLRP3,IKBKE,TLR4,TLR3"
"KEGG_PATHWAY","Ras signaling pathway","12","142","238","9496","8.15e-4","3.22e-3","3.37","1.18e-1","1.92e-3","2.28e-4","AFDN,ZAP70,RALBP1,RALA,TBK1,RALB,RGL1,RGL2,LAT,EXOC2,BCL2L1,ARF6"
"GOTERM_MF_DIRECT","signaling receptor binding","12","142","425","19272","2.98e-4","5.47e-3","3.83","9.39e-2","4.76e-3","7.45e-5","BEX3,CD4,FYB1,CD40LG,SYK,TRAF3IP2,LCK,CTNND1,ERBIN,FYN,TLR4,TNFSF13B"
"KEGG_PATHWAY","Necroptosis","12","142","159","9496","2.32e-5","1.23e-4","5.05","3.56e-3","7.35e-5","4.27e-6","PYCARD,CYLD,CASP8,IL1B,CASP1,NLRP3,FADD,CFLAR,TICAM1,BID,TLR4,TLR3"
"UP_SEQ_FEATURE","LIPID:S-palmitoyl cysteine","12","141","304","20669","7.34e-6","1.80e-3","5.79","1.25e-2","1.78e-3","1.21e-6","GSDMD,MAVS,CD4,STING1,LCK,CD8A,CD80,NLRP3,FYN,NOD1,NOD2,LAT"
"GOTERM_BP_DIRECT","response to lipopolysaccharide","12","142","164","19512","3.03e-8","9.08e-7","10.05","4.09e-5","8.03e-7","2.82e-9","CASP9,CASP8,IRF3,IL1B,MAPKAPK2,CASP1,ERBIN,LY96,CARD16,BCL10,TICAM1,TLR4"
"GOTERM_BP_DIRECT","protein maturation","12","142","139","19512","5.38e-9","1.86e-7","11.86","7.24e-6","1.64e-7","4.18e-10","GSDMD,CASP9,AIM2,CASP8,CASP5,CASP10,CARD8,CASP4,CASP1,NLRP3,CARD16,NLRP1"
"GOTERM_BP_DIRECT","T cell receptor signaling pathway","12","142","128","19512","2.24e-9","8.38e-8","12.88","3.02e-6","7.40e-8","1.59e-10","ZAP70,FYB1,CD8B,LCK,CD8A,CBLB,FYN,BCL10,CD247,CD3E,LAT,SKAP1"
"GOTERM_BP_DIRECT","positive regulation of NF-kappaB transcription factor activity","12","142","94","19512","7.83e-11","3.77e-9","17.54","1.05e-7","3.33e-9","3.95e-12","PYCARD,AIM2,CD40LG,DHX33,NLRP3,NOD1,CARD16,BCL10,NLRC4,NOD2,TLR4,CARD11"
"GOTERM_BP_DIRECT","positive regulation of interleukin-8 production","12","142","67","19512","1.72e-12","1.16e-10","24.61","2.32e-9","1.02e-10","5.86e-14","PYCARD,MAVS,SYK,CLEC7A,IL1B,NOD1,CD14,BCL10,FADD,NOD2,TLR4,TLR3"
"GOTERM_CC_DIRECT","endosome","11","142","808","20808","4.84e-2","2.15e-1","1.99","1.00e+0","1.79e-1","2.27e-2","ITCH,STING1,CDH1,ATG16L1,GRAP2,RAPGEF1,FYN,TICAM1,TLR4,TLR3,ARF6"
"GOTERM_BP_DIRECT","cell adhesion","11","142","677","19512","2.53e-2","1.55e-1","2.23","1.00e+0","1.37e-1","1.07e-2","AFDN,CD4,PSTPIP1,CDH1,CTNND1,CTNNA1,ERBIN,DCHS1,PKN2,FAT4,ARF6"
"GOTERM_CC_DIRECT","centrosome","11","142","688","20808","1.89e-2","1.05e-1","2.34","9.90e-1","8.77e-2","7.62e-3","LATS1,CYLD,DDX3X,LATS2,FBXW11,MAPKAPK2,PKN2,RELB,SKP1,STK3,BCL2L1"
"GOTERM_MF_DIRECT","peptidase activity","11","142","544","19272","6.76e-3","5.33e-2","2.74","8.94e-1","4.64e-2","2.35e-3","CASP9,CYLD,CASP8,CASP5,CASP10,CARD8,CASP4,CASP1,BRCC3,NLRP1,CTSD"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","11","142","356","19512","2.69e-4","3.48e-3","4.25","3.04e-1","3.07e-3","6.06e-5","YWHAE,ITCH,TRAF4,TBL1XR1,FBXW11,SIAH1,CUL1,FYN,TBL1X,TLR3,SKP1"
"GOTERM_BP_DIRECT","positive regulation of MAPK cascade","11","142","224","19512","5.42e-6","1.01e-4","6.75","7.27e-3","8.95e-5","7.63e-7","ZAP70,CD4,CD40,SYK,DHX33,CLEC7A,LCK,IL1B,NOD2,CD3E,LAT"
"GOTERM_CC_DIRECT","membrane raft","11","142","222","20808","2.85e-6","4.89e-5","7.26","6.84e-4","4.07e-5","3.73e-7","ZAP70,CD4,LCK,CBLB,FYN,CD14,BCL10,CTSD,LAT,CARD11,RHOQ"
"UP_KW_BIOLOGICAL_PROCESS","Antiviral defense","11","119","139","11605","1.42e-6","9.50e-6","7.72","5.70e-5","8.07e-6","1.71e-7","IFIH1,MAVS,ITCH,RNASEL,TBK1,IRF3,IL23A,DHX58,IFNK,IRF7,TICAM1"
"KEGG_PATHWAY","Pertussis","11","142","78","9496","2.01e-7","1.48e-6","9.43","3.10e-5","8.82e-7","1.87e-8","PYCARD,IRF3,IL23A,IL1B,CASP1,NLRP3,LY96,NOD1,CD14,TICAM1,TLR4"
"GOTERM_BP_DIRECT","response to virus","11","142","129","19512","3.33e-8","9.58e-7","11.72","4.49e-5","8.46e-7","2.62e-9","IFIH1,DDX3X,TBK1,BCL3,DHX58,IFNK,IRF7,HSPB1,NLRP3,TLR3,BCL2L1"
